Symbol,Company,DividendScore,FinancialScore,ProfitScore,TotalScore,MarketCap,Problem,AvgGrowthRate,CumulativeDividend
6268.T,Nabtesco Corporation,40,12,19,71,537408208896.0,,0.06073120605084075,累進
4410.T,"Harima Chemicals Group, Inc.",40,12,19,71,28321325056.0,,0.13292330442965652,累進
4318.T,"Quick Co.,Ltd.",13,27,30,70,48009109504.0,2回減配あり,0.1722747825555341,
7172.T,"Japan Investment Adviser Co., Ltd.",40,0,30,70,131216408576.0,営業CF合計マイナス,0.41648029369642653,累進
2700.T,"Kitoku Shinryo Co., Ltd.",40,0,30,70,14824994816.0,,0.12870370370370368,累進
6238.T,FURYU Corporation,15,25,30,70,37796581376.0,2回減配あり,0.07234807103228155,
3222.T,United Super Markets Holdings Inc.,36,30,4,70,169408774144.0,ROE低い/EPS低い,0.016887125220458557,
5844.T,"Kyoto Financial Group,Inc.",37,8,25,70,1406198087680.0,営業CF合計マイナス/自己資本比率低い,0.2505555555555556,
8881.T,"NISSHIN GROUP HOLDINGS Company, Limited",40,13,17,70,31712436224.0,営業CF合計マイナス,0.10659371492704825,累進
6078.T,"Value HR Co.,Ltd.",31,9,30,70,43319615488.0,配当性向70%以上2回,0.2553209628582476,
8362.T,"The Fukui Bank, Ltd.",37,8,25,70,166066044928.0,営業CF合計マイナス/自己資本比率低い,0.0573905723905724,
6093.T,"MITRA Group, Inc.",25,20,25,70,7142396928.0,配当性向100%以上,0.1455026455026455,
6506.T,YASKAWA Electric Corporation,37,14,19,70,1219029368832.0,現金比率低い,0.1762060491500048,
9820.T,MT Genex Corporation,20,20,30,70,4175912192.0,,0.0,
7811.T,"Nakamoto Packs Co., Ltd.",15,25,30,70,17546942464.0,2回減配あり,0.18530843180213266,
7820.T,"Nihon Flush Co., Ltd.",35,25,10,70,16180055040.0,減収傾向/ROE低い,0.07452561449518853,
6859.T,Espec Corp.,13,27,30,70,82498297856.0,2回減配あり,0.1466634128398834,
7486.T,"Sanrin Co., Ltd.",40,20,10,70,9894205440.0,減収傾向/ROE低い,0.03323291393466832,累進
2170.T,Link and Motivation Inc.,31,9,30,70,74792370176.0,配当性向70%以上2回/配当性向100%以上,0.13915347301120393,
3087.T,"DOUTOR NICHIRES Holdings Co., Ltd.",15,30,25,70,143926591488.0,2回減配あり,0.08238744641730085,
3512.T,"Nippon Felt Co., Ltd.",35,25,10,70,17182273536.0,減収傾向/ROE低い,0.06210826210826211,
3109.T,Shikibo Ltd.,30,20,20,70,13774064640.0,ROE低い/配当性向100%以上,0.0806878306878307,
3143.T,O'will Corporation,40,0,30,70,6295969280.0,営業CF合計マイナス/自己資本比率低い,0.0961550467461784,累進
6788.T,"Nihon Trim Co., Ltd.",15,25,30,70,36996538368.0,2回減配あり,0.14017273576097106,
3139.T,"Lacto Japan Co., Ltd.",40,0,30,70,34836914176.0,営業CF合計マイナス,0.2819001417685628,累進
2894.T,"Ishii Food Co., Ltd.",40,20,10,70,6042759168.0,ROE低い/EPS低い,0.037037037037037035,累進
6823.T,"Rion Co., Ltd.",13,27,30,70,41059958784.0,2回減配あり,0.11817876995976441,
1605.T,Inpex Corporation,40,12,17,69,4779048697856.0,,0.2381668052148172,累進
9543.T,"Shizuoka Gas Co., Ltd.",40,12,17,69,101044207616.0,,0.15363187485220509,累進
7291.T,"Nihon Plast Co., Ltd.",37,20,12,69,8930683904.0,ROE低い,0.10362752715693892,
2483.T,Honyaku Center Inc.,32,20,17,69,7428582912.0,配当性向100%以上,0.18999379958499457,
6736.T,Sun Corporation,37,10,22,69,201934209024.0,営業CF合計マイナス/現金比率低い,0.1851851851851852,
1848.T,Fuji P.S Corporation,37,8,24,69,14078878720.0,営業CF合計マイナス,0.12668350168350168,
7936.T,ASICS Corporation,35,4,30,69,3098649559040.0,,0.22152361035339757,
5162.T,Asahi Rubber Inc.,35,20,14,69,3626041344.0,ROE低い,0.06200329884540412,
8008.T,Yondoshi Holdings Inc.,31,19,19,69,46471421952.0,配当性向70%以上2回/現金比率低い/配当性向100%以上,0.07465003100130069,
6874.T,Kyoritsu Electric Corporation,37,7,25,69,19043764224.0,,0.16297498797498797,
4045.T,"Toagosei Co., Ltd.",40,12,17,69,201160130560.0,,0.11510918617836856,累進
2911.T,"Asahimatsu Foods Co., Ltd.",37,20,12,69,4101236992.0,ROE低い,0.17248677248677247,
7857.T,"Seki Co., Ltd.",35,20,14,69,5377586688.0,ROE低い,0.009259259259259259,
7461.T,"Kimura Co.,Ltd.",35,20,14,69,7119664640.0,ROE低い,0.05960520960520962,
3080.T,"Jason Co., Ltd.",40,25,4,69,10467175424.0,ROE低い/EPS低い,0.04938271604938271,累進
9369.T,K.R.S. Corporation,35,9,25,69,78795120640.0,,0.06835380218050585,
6920.T,Lasertec Corporation,35,4,30,69,2964982333440.0,,0.46459748606009044,
7148.T,"Financial Partners Group Co.,Ltd.",35,4,30,69,144864952320.0,,0.3683976932500663,
7453.T,"Ryohin Keikaku Co., Ltd.",37,12,20,69,2309103026176.0,ROE低い,0.1043917144444822,
9414.T,Nippon BS Broadcasting Corporation,40,7,22,69,16139764736.0,,0.06898409086231583,累進
1815.T,Tekken Corporation,40,10,19,69,64151920640.0,営業CF合計マイナス,0.2818518518518519,累進
5974.T,"Chugokukogyo Co.,Ltd.",40,12,17,69,2774615808.0,,0.09012345679012346,累進
8699.T,"HS Holdings Co., Ltd.",34,13,22,69,34520166400.0,営業CF合計マイナス,0.003703703703703706,
3950.T,The Pack Corporation,35,9,25,69,83260170240.0,,0.11897950889615028,
5724.T,"Asaka Riken Co.,Ltd.",40,7,22,69,16489110528.0,,0.06296296296296296,累進
5851.T,Ryobi Limited,35,9,25,69,90402521088.0,,0.2169402946363731,
8233.T,"Takashimaya Company, Limited",40,25,4,69,679939932160.0,ROE低い/EPS低い,0.11934580867439082,累進
8281.T,"Xebio Holdings Co., Ltd.",32,27,10,69,48292704256.0,ROE低い/EPS低い,0.0026455026455026454,
3854.T,I'LL inc.,40,9,20,69,62674468864.0,,0.3342488446686932,累進
2353.T,"NIPPON PARKING DEVELOPMENT Co.,Ltd.",40,9,20,69,84455227392.0,,0.10219671157493654,累進
4221.T,"Okura Industrial Co., Ltd.",35,9,25,69,64437641216.0,,0.1778422149745679,
9976.T,"Sekichu Co., Ltd.",35,20,14,69,5776592384.0,ROE低い,0.05555555555555555,
9896.T,"JK Holdings Co., Ltd.",35,15,19,69,38109327360.0,自己資本比率低い,0.14998034301439875,
1301.T,"Kyokuyo Co., Ltd.",40,10,19,69,56191819776.0,営業CF合計マイナス,0.11816578483245149,累進
2464.T,"Aoba-BBT, Inc.",37,12,19,68,4761410048.0,,0.05467171717171716,
8395.T,The Bank of Saga Ltd.,35,8,25,68,110194270208.0,営業CF合計マイナス/自己資本比率低い,0.08432645785586962,
8341.T,"The 77 Bank, Ltd.",35,8,25,68,895070240768.0,営業CF合計マイナス/自己資本比率低い,0.23297376025356334,
6326.T,Kubota Corporation,40,4,24,68,3383683186688.0,,0.059427963104433684,累進
6367.T,"Daikin Industries,Ltd.",13,30,25,68,5828358701056.0,2回減配あり,0.11102434879705557,
3329.T,"Towa Food Service Co., Ltd.",13,25,30,68,17240936448.0,2回減配あり,0.1672348484848485,
2734.T,SALA Corporation,40,9,19,68,77448044544.0,,0.08157052640271557,累進
9744.T,MEITEC Group Holdings Inc.,8,30,30,68,263660929024.0,2回減配あり/配当性向100%以上,0.18215912985000124,
9536.T,"Saibu Gas Holdings Co.,Ltd.",34,17,17,68,93074079744.0,自己資本比率低い,0.020370370370370372,
8593.T,Mitsubishi HC Capital Inc.,35,8,25,68,2028826525696.0,営業CF合計マイナス/自己資本比率低い,0.14376240278776653,
8214.T,AOKI Holdings Inc.,13,30,25,68,149668642816.0,2回減配あり,0.35098218199605097,
6042.T,"Nikki Co., Ltd.",37,12,19,68,7248088064.0,,0.08759696186166775,
5331.T,"Noritake Co., Limited",35,14,19,68,201077161984.0,現金比率低い,0.21954615634215133,
7775.T,"Daiken Medical Co., Ltd.",13,25,30,68,12209585152.0,2回減配あり,0.06434465199085082,
3636.T,"Mitsubishi Research Institute, Inc.",35,9,24,68,82263867392.0,,0.11794155062343917,
1801.T,Taisei Corporation,37,17,14,68,2118303481856.0,,0.08568970557274651,
4968.T,"Arakawa Chemical Industries, Ltd.",35,19,14,68,43585683456.0,ROE低い,0.05917830650581309,
4095.T,"Nihon Parkerizing Co., Ltd.",13,30,25,68,187945009152.0,2回減配あり,0.134841951512973,
3577.T,Tokai Senko K.K.,34,20,14,68,2963494400.0,ROE低い,-0.03395061728395062,
4119.T,Nippon Pigment Holdings Company Limited,37,12,19,68,9369951232.0,,0.13611111111111113,
3020.T,"Applied Co.,Ltd.",13,25,30,68,11865489408.0,2回減配あり,0.1407203453772081,
7185.T,Hirose Tusyo Inc.,37,7,24,68,24151431168.0,自己資本比率低い,0.11545649690810983,
7189.T,"Nishi-Nippon Financial Holdings, Inc.",35,8,25,68,684155469824.0,営業CF合計マイナス/自己資本比率低い,0.14436304436304437,
3537.T,"Shoei Yakuhin Co.,Ltd.",37,12,19,68,6033745408.0,,0.17711036421441256,
3116.T,Toyota Boshoku Corporation,13,30,25,68,419492954112.0,2回減配あり,0.14541368410182237,
9025.T,"Konoike Transport Co.,Ltd.",13,30,25,68,156165963776.0,2回減配あり,0.18915145126887545,
4027.T,Tayca Corporation,37,27,4,68,56623009792.0,ROE低い/EPS低い,0.07262837685954301,
5302.T,"Nippon Carbon Co., Ltd.",40,9,19,68,56340942848.0,,0.2222222222222222,累進
8039.T,"Tsukiji Uoichiba Company, Limited",36,7,25,68,7871175680.0,,0.021164021164021163,
9076.T,"Seino Holdings Co., Ltd.",13,30,25,68,458566336512.0,2回減配あり,0.25756018371439826,
2001.T,Nippn Corporation,13,30,25,68,245431009280.0,2回減配あり,0.10087172818398883,
5186.T,Nitta Corporation,13,30,25,68,185173901312.0,2回減配あり,0.1297642270379007,
8891.T,"AMG Holdings Co.,Ltd.",35,3,30,68,5890818560.0,営業CF合計マイナス,0.40817091454272864,
2897.T,"Nissin Foods Holdings Co.,Ltd.",13,30,25,68,865752383488.0,2回減配あり,0.1238062246993685,
8074.T,"Yuasa Co., Ltd.",13,25,30,68,136034082816.0,2回減配あり,0.07404258004368108,
8053.T,Sumitomo Corporation,13,25,30,68,8764496805888.0,2回減配あり,0.1318925254439979,
5975.T,Topre Corporation,13,30,25,68,162522365952.0,2回減配あり,0.1896486229819563,
8795.T,"T&D Holdings, Inc.",35,8,25,68,2358385049600.0,営業CF合計マイナス/自己資本比率低い,0.10577847346208928,
2335.T,Cube System Inc.,13,25,30,68,16907229184.0,2回減配あり,0.17351248491599366,
3407.T,Asahi Kasei Corporation,13,30,25,68,2262522920960.0,2回減配あり,0.08995877721367918,
8337.T,"The Chiba Kogyo Bank, Ltd.",40,8,19,67,159138086912.0,営業CF合計マイナス/自己資本比率低い,0.18518518518518517,累進
5965.T,Fujimak Corporation,40,7,20,67,15871651840.0,ROE低い,0.18973063973063972,累進
6632.T,JVCKENWOOD Corporation,13,30,24,67,150286417920.0,2回減配あり,0.17679738562091504,
5713.T,"Sumitomo Metal Mining Co., Ltd.",15,22,30,67,3045993218048.0,2回減配あり/現金比率低い,0.3115254218285124,
5273.T,"Mitani Sekisan Co., Ltd.",13,30,24,67,148062814208.0,2回減配あり,0.2986490805188157,
6145.T,"Nittoku Co.,Ltd.",15,27,25,67,42034335744.0,2回減配あり,0.0819803765686618,
6061.T,"UNIVERSAL ENGEISHA Co., Ltd.",40,7,20,67,29795061760.0,,0.04615921115921116,累進
2449.T,"PRAP Japan, Inc.",40,2,25,67,4660067840.0,,0.024715999715999713,累進
8334.T,"The Gunma Bank, Ltd.",35,8,24,67,1083644510208.0,営業CF合計マイナス/自己資本比率低い,0.2048631461131461,
1434.T,"Jesco Holdings, Inc.",37,0,30,67,11530267648.0,営業CF合計マイナス,0.23145342312008982,
6498.T,KITZ Corporation,35,12,20,67,165662064640.0,ROE低い,0.18674465434804774,
8173.T,Joshin Corporation,33,22,12,67,118140723200.0,ROE低い/現金比率低い/配当性向100%以上,0.20773809523809522,
8306.T,"Mitsubishi UFJ Financial Group, Inc.",40,8,19,67,41646330740736.0,営業CF合計マイナス/自己資本比率低い,0.18136569737111566,累進
6171.T,C.E.Management Integrated Laboratory Co.Ltd,40,2,25,67,5318455296.0,,0.05516847178353886,累進
8242.T,H2O Retailing Corporation,13,30,24,67,339747504128.0,2回減配あり,0.034203783957305084,
4293.T,"Septeni Holdings Co., Ltd.",30,12,25,67,109945905152.0,配当性向100%以上,0.3633238245130828,
1879.T,Shinnihon Corporation,13,30,24,67,138152214528.0,2回減配あり,0.19337379644397187,
8368.T,"The Hyakugo Bank, Ltd.",40,8,19,67,591404597248.0,営業CF合計マイナス/自己資本比率低い,0.14565498120597506,累進
6490.T,PILLAR Corporation,13,30,24,67,224039895040.0,2回減配あり,0.19216919071014057,
3300.T,"AMBITION DX HOLDINGS Co., Ltd.",37,0,30,67,14017337344.0,,0.6652395939820758,
8410.T,"Seven Bank, Ltd.",30,12,25,67,397236076544.0,配当性向70%以上2回/自己資本比率低い,0.027014956975329806,
4461.T,DKS Co. Ltd.,13,30,24,67,147384811520.0,2回減配あり,0.13680879759311132,
9628.T,"SAN Holdings, Inc.",40,7,20,67,31476707328.0,,0.11809315116612175,累進
9438.T,MTI Ltd.,37,0,30,67,34657075200.0,,0.020016339869281044,
7539.T,"AINAVO HOLDINGS Co.,Ltd.",35,7,25,67,19049771008.0,,0.08581218164551498,
9478.T,"SE Holdings and Incubations Co., Ltd.",40,12,15,67,7991083008.0,減収傾向,0.1216931216931217,累進
9468.T,Kadokawa Corporation,17,30,20,67,552003108864.0,配当性向100%以上,0.1796296296296296,
2108.T,"Nippon Beet Sugar Manufacturing Co.,Ltd.",37,11,19,67,64122671104.0,現金比率低い,0.08661616161616162,
3524.T,"Nitto Seimo Co., Ltd.",40,2,25,67,3850848512.0,自己資本比率低い,0.04365079365079365,累進
4849.T,en Inc.,20,27,20,67,63170654208.0,減収傾向/配当性向100%以上,0.24576446900942278,
1793.T,"Ohmoto Gumi Co., Ltd.",40,15,12,67,53971132416.0,営業CF合計マイナス/ROE低い,0.14725155144968027,累進
9010.T,"Fuji Kyuko Co., Ltd.",15,22,30,67,144904175616.0,2回減配あり/現金比率低い,0.16554495385140544,
7279.T,Hi-Lex Corporation,34,9,24,67,98675220480.0,,-0.003557775311382411,
2871.T,Nichirei Corporation,15,22,30,67,540706701312.0,2回減配あり/現金比率低い,0.10059249465441886,
208A.T,KOZO KEIKAKU ENGINEERING HOLDINGS Inc.,40,7,20,67,31440545792.0,,0.1479938271604938,累進
2304.T,"CSS Holdings,Ltd.",35,2,30,67,4573942272.0,,0.32200435729847493,
6706.T,"DKK Co., Ltd.",35,13,19,67,29122920448.0,営業CF合計マイナス,0.04814814814814814,
5957.T,"Nittoseiko Co.,Ltd.",35,7,25,67,28711090176.0,,0.1457600134070722,
7956.T,Pigeon Corporation,31,12,24,67,253238984704.0,配当性向70%以上2回,0.0754632831426656,
8897.T,"MIRARTH HOLDINGS,Inc.",33,9,25,67,62533545984.0,配当性向70%以上2回/自己資本比率低い,0.08942654839713662,
9065.T,Sankyu Inc.,13,30,24,67,420617388032.0,2回減配あり,0.15833123606294336,
7313.T,"TS TECH Co., Ltd.",23,30,14,67,218751893504.0,ROE低い/配当性向100%以上,0.11173566727677686,
9716.T,"NOMURA Co., Ltd.",15,22,30,67,144512663552.0,2回減配あり,0.1004389386333831,
7202.T,Isuzu Motors Limited,13,30,24,67,1594390085632.0,2回減配あり,0.1567110050728883,
1663.T,K&O Energy Group Inc.,40,12,15,67,107805335552.0,減収傾向,0.07961918685602895,累進
7883.T,"Sun Messe Co., Ltd.",35,20,12,67,6244148736.0,ROE低い,0.032407407407407406,
5110.T,"Sumitomo Rubber Industries, Ltd.",35,12,19,66,602575339520.0,,0.09325272428720704,
1866.T,Kitano Construction Corp.,34,17,15,66,28990244864.0,減収傾向,0.012121212121212123,
4186.T,"Tokyo Ohka Kogyo Co., Ltd.",35,12,19,66,1023994429440.0,,0.1537220153174605,
4725.T,CAC Holdings Corporation,35,7,24,66,34366763008.0,,0.11564327485380116,
4102.T,"Maruo Calcium Co., Ltd.",34,20,12,66,3102691584.0,ROE低い,0.0026455026455026454,
4554.T,"Fuji Pharma Co., Ltd.",40,1,25,66,46989447168.0,,0.08359154576193116,累進
4634.T,"artience Co., Ltd.",35,12,19,66,243867992064.0,,0.04202977487291212,
9381.T,AIT Corporation,15,27,24,66,55045484544.0,2回減配あり,0.13921946489150788,
1807.T,"Watanabe Sato Co., Ltd.",35,17,14,66,12174741504.0,ROE低い,0.22910052910052908,
7244.T,"Ichikoh Industries, Ltd.",35,9,22,66,55182426112.0,,0.2789186122519456,
3437.T,"Tokuden Co., Ltd.",35,12,19,66,4296681984.0,,0.17474048147807014,
8908.T,"Mainichi Comnet Co., Ltd.",35,7,24,66,15222174720.0,,0.05102234152413364,
7991.T,"Mamiya-OP Co., Ltd.",35,17,14,66,11205657600.0,ROE低い,0.14814814814814814,
8698.T,"Monex Group, Inc.",35,12,19,66,186763214848.0,自己資本比率低い,0.32421866734280536,
8079.T,Shoei Foods Corporation,40,1,25,66,74331340800.0,,0.12242351046698872,累進
6022.T,Akasaka Diesels Limited,40,12,14,66,3971952640.0,ROE低い,0.05555555555555555,累進
6768.T,Tamura Corporation,35,27,4,66,65332768768.0,ROE低い/EPS低い,0.06512345679012345,
5973.T,Toami Corporation,34,12,20,66,3486167552.0,ROE低い,0.016666666666666663,
8511.T,"Japan Securities Finance Co., Ltd.",35,12,19,66,205063061504.0,自己資本比率低い,0.24607749483952088,
7609.T,"Daitron Co., Ltd.",35,1,30,66,84437999616.0,,0.2494351139570868,
6298.T,"Y.A.C. Holdings Co., Ltd.",35,12,19,66,23095273472.0,,0.2234429125185428,
4350.T,"Medical System Network Co., Ltd.",34,7,25,66,15111121920.0,自己資本比率低い,0.024786324786324785,
3199.T,"Watahan & Co.,Ltd.",40,7,19,66,25041940480.0,自己資本比率低い,0.10130617949351965,累進
8160.T,"Kisoji Co., Ltd.",13,27,25,65,69357584384.0,2回減配あり,0.12076832343243257,
3355.T,Kuriyama Holdings Corporation,40,0,25,65,36992782336.0,,0.16375661375661374,累進
9950.T,"Hachi-Ban Co., Ltd.",28,17,20,65,10128386048.0,配当性向70%以上2回/ROE低い/現金比率低い,-0.037037037037037035,
8566.T,"Ricoh Leasing Company, Ltd.",40,0,25,65,212072153088.0,営業CF合計マイナス/現金比率低い/自己資本比率低い,0.14436820532027198,累進
3231.T,"Nomura Real Estate Holdings, Inc.",40,0,25,65,810046652416.0,営業CF合計マイナス/現金比率低い/自己資本比率低い,0.13205873753472938,累進
7971.T,TOLI Corporation,13,27,25,65,40856395776.0,2回減配あり,0.14477281977281978,
6965.T,Hamamatsu Photonics K.K.,34,12,19,65,678098436096.0,配当性向70%以上2回,0.11387465897269819,
4956.T,"Konishi Co., Ltd.",13,27,25,65,92772777984.0,2回減配あり,0.17837330461798134,
7505.T,"Fuso Dentsu Co., Ltd.",35,0,30,65,26195804160.0,,0.38549978051458705,
2327.T,NS Solutions Corporation,13,22,30,65,746198204416.0,2回減配あり,0.16133160842192287,
7878.T,"Kohsai Co.,Ltd.",37,8,20,65,2184749824.0,営業CF合計マイナス/ROE低い,0.14043209876543208,
9616.T,"Kyoritsu Maintenance Co., Ltd.",13,22,30,65,301088866304.0,2回減配あり/現金比率低い,0.22871523038122799,
8050.T,Seiko Group Corporation,13,22,30,65,944284565504.0,2回減配あり/現金比率低い,0.09603174603174602,
5802.T,"Sumitomo Electric Industries, Ltd.",13,22,30,65,6891372019712.0,2回減配あり/現金比率低い,0.17101817285179655,
1981.T,"Kyowanissei Co.,Ltd.",15,25,25,65,13036228608.0,2回減配あり,0.13411598355817422,
2224.T,"Como Co.,Ltd.",34,17,14,65,12838343680.0,ROE低い/現金比率低い,0.014285714285714284,
6033.T,"Extreme Co.,Ltd.",15,20,30,65,9038746624.0,2回減配あり,0.4105962072938337,
3167.T,TOKAI Holdings Corporation,13,22,30,65,170661347328.0,2回減配あり/現金比率低い,0.08229411596822755,
2883.T,"Dairei Co.,Ltd.",28,25,12,65,11893309440.0,配当性向70%以上2回/ROE低い,0.012876012876012878,
3892.T,"Okayama Paper Industries Co., Ltd.",40,0,25,65,7380784128.0,,0.19642857142857142,累進
6493.T,NITTAN Corporation,15,25,25,65,14805986304.0,2回減配あり,0.06499518999519,
6508.T,Meidensha Corporation,13,22,30,65,510798102528.0,2回減配あり/現金比率低い,0.17749191934828856,
8167.T,"Retail Partners Co., Ltd.",13,27,25,65,58758680576.0,2回減配あり,0.12275718661055403,
6272.T,"Rheon Automatic Machinery Co., Ltd.",13,27,25,65,42482270208.0,2回減配あり,0.15575478606753668,
6417.T,"Sankyo Co., Ltd.",13,30,22,65,401150377984.0,2回減配あり,0.21520202020202023,
9729.T,TOKAI Corp.,13,27,25,65,78447067136.0,2回減配あり,0.131745938070825,
3299.T,"MUGEN ESTATE Co.,Ltd.",35,0,30,65,40743452672.0,営業CF合計マイナス,0.38378781712115045,
8276.T,"Heiwado Co.,Ltd.",15,30,20,65,131945594880.0,ROE低い/2回減配あり,0.08025601321281559,
8095.T,"Astena Holdings Co., Ltd.",40,0,25,65,22155937792.0,,0.13897028897028896,累進
2162.T,nms Holdings Corporation,35,7,22,64,10329998336.0,自己資本比率低い,0.0903880070546737,
5018.T,MORESCO Corporation,14,25,25,64,21731561472.0,2回減配あり,0.019444444444444445,
7309.T,Shimano Inc.,35,12,17,64,1685369520128.0,,0.11939649678961844,
2501.T,Sapporo Breweries Limited,40,12,12,64,725934735360.0,配当性向70%以上2回/ROE低い,0.12080898995792613,累進
9022.T,Central Japan Railway Company,12,22,30,64,3800368414720.0,2回減配あり/現金比率低い,0.02503052503052503,
6855.T,Japan Electronic Materials Corporation,13,27,24,64,91986149376.0,2回減配あり,0.2373015873015873,
5301.T,"Tokai Carbon Co., Ltd.",35,12,17,64,385854341120.0,,0.25370370370370376,
7987.T,"Nakabayashi Co., Ltd.",35,17,12,64,15406499840.0,ROE低い,0.10081770081770082,
5201.T,AGC Inc.,35,12,17,64,1243565654016.0,,0.1354842420059811,
6254.T,"Nomura Micro Science Co., Ltd.",40,5,19,64,133791883264.0,営業CF合計マイナス/現金比率低い,0.9040947916764909,累進
6369.T,Toyo Kanetsu K.K.,33,17,14,64,37942882304.0,配当性向70%以上2回/ROE低い,0.2890141785713585,
6586.T,Makita Corporation,15,30,19,64,1381808209920.0,2回減配あり,0.28294561433481125,
8057.T,"Uchida Yoko Co., Ltd.",40,4,20,64,115607281664.0,,0.18334472544998862,累進
3317.T,"Flying Garden Co., Ltd.",14,20,30,64,4274691584.0,2回減配あり,0.022222222222222227,
6333.T,Teikoku Corporation,13,27,24,64,52112539648.0,2回減配あり,0.3391955426438185,
9742.T,INES Corporation,35,27,2,64,49265913856.0,ROE低い/EPS低い,0.16080246913580246,
4326.T,INTAGE HOLDINGS Inc.,25,9,30,64,79401058304.0,配当性向100%以上,0.1456120185931355,
8070.T,"Tokyo Sangyo Co., Ltd.",40,7,17,64,26120415232.0,自己資本比率低い,0.11046504935393825,累進
7606.T,United Arrows Ltd.,15,19,30,64,68263862272.0,2回減配あり/現金比率低い,0.30698544351083334,
9537.T,"Hokuriku Gas Co.,Ltd.",20,25,19,64,20067067904.0,,0.0,
9930.T,"Kitazawa Sangyo Co., Ltd.",40,12,12,64,7380183040.0,配当性向70%以上2回/ROE低い,0.09444444444444444,累進
3277.T,"Sansei Landic Co.,Ltd",40,0,24,64,13028142080.0,営業CF合計マイナス,0.16763680567498168,累進
7182.T,"JAPAN POST BANK Co., Ltd.",37,8,19,64,12157058023424.0,営業CF合計マイナス/自己資本比率低い,0.07302832244008714,
6905.T,"Cosel Co., Ltd.",35,27,2,64,54379360256.0,ROE低い/EPS低い,0.19542481695259473,
8912.T,Area Quest Inc.,37,2,25,64,2415940864.0,,0.09259259259259259,
5951.T,"Dainichi Co., Ltd.",20,25,19,64,19664664576.0,,0.0,
6668.T,"Adtec Plasma Technology Co., Ltd.",40,0,24,64,35001597952.0,,0.25132275132275134,累進
5658.T,"Nichia Steel Works, Ltd.",35,17,12,64,18130452480.0,ROE低い,0.06746031746031746,
9064.T,"Yamato Holdings Co., Ltd.",20,30,14,64,623061172224.0,ROE低い/配当性向100%以上,0.0645056660382331,
1407.T,West Holdings Corporation,37,4,22,63,105572663296.0,,0.14842072452725802,
2753.T,"Amiyaki Tei Co., Ltd.",13,25,25,63,28948989952.0,2回減配あり,0.09845460252390918,
8584.T,"JACCS Co., Ltd.",35,8,20,63,171723882496.0,営業CF合計マイナス/ROE低い/自己資本比率低い,0.12759932979229788,
8591.T,ORIX Corporation,13,20,30,63,6909292707840.0,2回減配あり/自己資本比率低い,0.14810139322220528,
8595.T,"JAFCO Group Co., Ltd.",31,18,14,63,122407182336.0,配当性向70%以上2回/営業CF合計マイナス/ROE低い/配当性向100%以上,0.18241678555188512,
6459.T,Daiwa Ltd.,35,9,19,63,84860936192.0,,0.2592592592592593,
9763.T,"Maruken Lease Co., Ltd.",13,25,25,63,12601189376.0,2回減配あり,0.1243304501404335,
6322.T,Tacmina Corporation,13,25,25,63,10943883264.0,2回減配あり,0.08010261851531286,
6277.T,Hosokawa Micron Corporation,40,9,14,63,81092608000.0,ROE低い,0.12876382876382875,累進
6250.T,Yamabiko Corporation,35,4,24,63,181107638272.0,,0.14731133064466398,
6018.T,"The Hanshin Diesel Works, Ltd.",13,25,25,63,20812767232.0,2回減配あり,0.17645502645502645,
2874.T,"Yokorei Co.,Ltd.",37,12,14,63,128625590272.0,ROE低い,0.021497584541062802,
2573.T,"Hokkaido Coca-Cola Bottling Co.,Ltd.",34,9,20,63,55720787968.0,ROE低い,0.029629629629629624,
5287.T,"Ito Yogyo Co., Ltd",37,12,14,63,2609168640.0,ROE低い,0.16666666666666663,
5357.T,"Yotai Refractories Co., Ltd.",13,25,25,63,32881186816.0,2回減配あり,0.36991510552211426,
5388.T,"Kunimine Industries Co., Ltd.",13,25,25,63,16465119232.0,2回減配あり,0.1372895622895623,
9008.T,Keio Corporation,13,25,25,63,455233699840.0,2回減配あり,0.1289521461606085,
3417.T,"Ohki Healthcare Holdings Co.,Ltd.",40,3,20,63,14146002944.0,営業CF合計マイナス/ROE低い/自己資本比率低い,0.09221086408908907,累進
7893.T,PRONEXUS Inc.,13,25,25,63,27785596928.0,2回減配あり,0.08947545889750191,
7902.T,"Sonocom Co.,Ltd.",37,12,14,63,4071264512.0,ROE低い,0.07354497354497355,
7269.T,Suzuki Motor Corporation,13,20,30,63,4350512463872.0,2回減配あり,0.2173447950880708,
9115.T,"Meiji Shipping Group Co., Ltd.",34,15,14,63,36372176896.0,ROE低い/自己資本比率低い,0.012698412698412702,
9021.T,West Japan Railway Company,13,25,25,63,1379358998528.0,2回減配あり,0.04964041175828931,
9034.T,"NANSO Transport Co.,Ltd.",13,25,25,63,15575314432.0,2回減配あり,0.2974433100822307,
6932.T,ENDO Lighting Corporation,13,25,25,63,37822431232.0,2回減配あり,0.16163901458019106,
7877.T,"Eidai Kako Co.,Ltd.",37,12,14,63,2751653120.0,ROE低い,0.05678005122449566,
7186.T,"Yokohama Financial Group, Inc.",35,8,20,63,2174049976320.0,営業CF合計マイナス/自己資本比率低い,0.20194228512146317,
3096.T,Ocean System Corporation,13,25,25,63,15058179072.0,2回減配あり,0.08008489885682869,
7482.T,"Shimojima Co., Ltd.",13,25,25,63,36793470976.0,2回減配あり,0.21039024853286875,
7727.T,OVAL Corporation,13,25,25,63,17163829248.0,2回減配あり,0.14285714285714285,
